Date,Diffused radiation (W/m^2),Global radiation (W/m^2),Relative humidity (%),Temperature (°C),Maximum temperature (°C),Minimum temperature (°C),Rainfall (mm),day,month,year
2010-01-13,49.989583333333336,217.71527777777777,69.44444444444444,14.55,16.7,12.4,8.8,13,1,2010
2010-01-14,49.989583333333336,217.71527777777777,69.44444444444444,15.45,18.2,12.7,0.0,14,1,2010
2010-01-15,49.989583333333336,217.71527777777777,69.44444444444444,15.8,19.3,12.3,0.0,15,1,2010
2010-01-16,49.989583333333336,217.71527777777777,69.44444444444444,16.5,20.8,12.2,0.0,16,1,2010
2010-01-17,49.989583333333336,217.71527777777777,69.44444444444444,19.0,20.8,17.2,4.4,17,1,2010
2010-01-18,49.989583333333336,217.71527777777777,69.44444444444444,15.45,19.2,11.7,25.4,18,1,2010
2010-01-19,49.989583333333336,217.71527777777777,69.44444444444444,13.149999999999999,15.7,10.6,47.15,19,1,2010
2010-01-20,49.989583333333336,217.71527777777777,69.44444444444444,11.55,13.4,9.7,59.8,20,1,2010
2010-01-21,49.989583333333336,217.71527777777777,69.44444444444444,12.0,13.8,10.2,3.5,21,1,2010
2010-01-22,49.989583333333336,217.71527777777777,69.44444444444444,12.4,16.5,8.3,0.0,22,1,2010
2010-01-23,49.989583333333336,217.71527777777777,69.44444444444444,14.15,18.0,10.3,19.5,23,1,2010
2010-01-24,49.989583333333336,217.71527777777777,69.44444444444444,12.55,15.0,10.1,14.25,24,1,2010
2010-01-25,49.989583333333336,217.71527777777777,69.44444444444444,11.0,12.9,9.1,4.949999999999999,25,1,2010
2010-01-26,49.989583333333336,217.71527777777777,69.44444444444444,10.25,11.6,8.9,0.0,26,1,2010
2010-01-27,49.989583333333336,217.71527777777777,69.44444444444444,9.15,12.4,5.9,0.0,27,1,2010
2010-01-28,49.989583333333336,217.71527777777777,69.44444444444444,12.7,17.3,8.1,0.0,28,1,2010
2010-01-29,49.989583333333336,217.71527777777777,69.44444444444444,16.25,20.2,12.3,0.0,29,1,2010
2010-01-30,49.989583333333336,217.71527777777777,69.44444444444444,17.3,21.3,13.3,0.0,30,1,2010
2010-01-31,49.989583333333336,217.71527777777777,69.44444444444444,17.45,21.2,13.7,0.0,31,1,2010
2010-02-01,49.989583333333336,217.71527777777777,69.44444444444444,15.399999999999999,18.7,12.1,0.0,1,2,2010
2010-02-02,49.989583333333336,217.71527777777777,69.44444444444444,14.100000000000001,17.6,10.6,2.7,2,2,2010
2010-02-03,49.989583333333336,217.71527777777777,69.44444444444444,11.75,14.5,9.0,8.55,3,2,2010
2010-02-04,49.989583333333336,217.71527777777777,69.44444444444444,8.0,10.5,5.5,4.7,4,2,2010
2010-02-05,49.989583333333336,217.71527777777777,69.44444444444444,8.55,10.6,6.5,1.15,5,2,2010
2010-02-06,49.989583333333336,217.71527777777777,69.44444444444444,7.8500000000000005,11.8,3.9,0.0,6,2,2010
2010-02-07,49.989583333333336,217.71527777777777,69.44444444444444,9.4,13.3,5.5,0.0,7,2,2010
2010-02-08,49.989583333333336,217.71527777777777,69.44444444444444,10.8,13.9,7.7,0.0,8,2,2010
2010-02-09,49.989583333333336,217.71527777777777,69.44444444444444,14.75,17.4,12.1,0.9,9,2,2010
2010-02-10,49.989583333333336,217.71527777777777,69.44444444444444,14.35,17.2,11.5,0.0,10,2,2010
2010-02-11,49.989583333333336,217.71527777777777,69.44444444444444,17.45,21.7,13.2,0.0,11,2,2010
2010-02-12,49.989583333333336,217.71527777777777,69.44444444444444,17.35,20.3,14.4,0.0,12,2,2010
2010-02-13,49.989583333333336,217.71527777777777,69.44444444444444,16.8,22.0,11.6,0.0,13,2,2010
2010-02-14,49.989583333333336,217.71527777777777,69.44444444444444,21.299999999999997,24.7,17.9,0.0,14,2,2010
2010-02-15,49.989583333333336,217.71527777777777,69.44444444444444,22.95,26.5,19.4,0.0,15,2,2010
2010-02-16,49.989583333333336,217.71527777777777,69.44444444444444,19.95,25.3,14.6,0.0,16,2,2010
2010-02-17,49.989583333333336,217.71527777777777,69.44444444444444,18.799999999999997,24.9,12.7,0.0,17,2,2010
2010-02-18,49.989583333333336,217.71527777777777,69.44444444444444,21.3,26.1,16.5,0.0,18,2,2010
2010-02-19,49.989583333333336,217.71527777777777,69.44444444444444,16.95,19.7,14.2,0.0,19,2,2010
2010-02-20,49.989583333333336,217.71527777777777,69.44444444444444,17.1,22.0,12.2,0.0,20,2,2010
2010-02-21,49.989583333333336,217.71527777777777,69.44444444444444,19.75,24.7,14.8,0.0,21,2,2010
2010-02-22,49.989583333333336,217.71527777777777,69.44444444444444,15.35,16.9,13.8,0.0,22,2,2010
2010-02-23,49.989583333333336,217.71527777777777,69.44444444444444,14.75,16.7,12.8,0.6,23,2,2010
2010-02-24,49.989583333333336,217.71527777777777,69.44444444444444,13.6,16.7,10.5,0.0,24,2,2010
2010-02-25,49.989583333333336,217.71527777777777,69.44444444444444,13.95,17.0,10.9,31.9,25,2,2010
2010-02-26,49.989583333333336,217.71527777777777,69.44444444444444,13.149999999999999,15.7,10.6,9.25,26,2,2010
2010-02-27,49.989583333333336,217.71527777777777,69.44444444444444,13.5,15.7,11.3,9.75,27,2,2010
2010-02-28,49.989583333333336,217.71527777777777,69.44444444444444,13.55,15.7,11.4,5.1,28,2,2010
2010-03-01,49.989583333333336,217.71527777777777,69.44444444444444,14.95,17.0,12.9,0.0,1,3,2010
2010-03-02,49.989583333333336,217.71527777777777,69.44444444444444,14.850000000000001,17.8,11.9,0.0,2,3,2010
2010-03-03,49.989583333333336,217.71527777777777,69.44444444444444,16.95,19.7,14.2,0.0,3,3,2010
2010-03-04,49.989583333333336,217.71527777777777,69.44444444444444,15.350000000000001,17.1,13.6,0.0,4,3,2010
2010-03-05,49.989583333333336,217.71527777777777,69.44444444444444,18.45,25.0,11.9,0.0,5,3,2010
2010-03-06,49.989583333333336,217.71527777777777,69.44444444444444,15.65,17.5,13.8,0.0,6,3,2010
2010-03-07,49.989583333333336,217.71527777777777,69.44444444444444,15.45,18.5,12.4,0.0,7,3,2010
2010-03-08,49.989583333333336,217.71527777777777,69.44444444444444,20.45,27.8,13.1,0.0,8,3,2010
2010-03-09,49.989583333333336,217.71527777777777,69.44444444444444,23.4,28.8,18.0,0.0,9,3,2010
2010-03-10,49.989583333333336,217.71527777777777,69.44444444444444,17.95,21.9,14.0,0.0,10,3,2010
2010-03-11,49.989583333333336,217.71527777777777,69.44444444444444,24.45,30.0,18.9,0.0,11,3,2010
2010-03-12,49.989583333333336,217.71527777777777,69.44444444444444,21.25,26.2,16.3,0.0,12,3,2010
2010-03-13,49.989583333333336,217.71527777777777,69.44444444444444,18.4,22.9,13.9,0.0,13,3,2010
2010-03-14,49.989583333333336,217.71527777777777,69.44444444444444,24.25,30.7,17.8,0.0,14,3,2010
2010-03-15,49.989583333333336,217.71527777777777,69.44444444444444,22.200000000000003,28.1,16.3,0.0,15,3,2010
2010-03-16,49.989583333333336,217.71527777777777,69.44444444444444,14.75,16.3,13.2,0.0,16,3,2010
2010-03-17,49.989583333333336,217.71527777777777,69.44444444444444,14.5,17.9,11.1,5.25,17,3,2010
2010-03-18,49.989583333333336,217.71527777777777,69.44444444444444,12.45,15.3,9.6,3.0,18,3,2010
2010-03-19,49.989583333333336,217.71527777777777,69.44444444444444,12.100000000000001,15.4,8.8,0.0,19,3,2010
2010-03-20,49.989583333333336,217.71527777777777,69.44444444444444,12.95,16.3,9.6,0.0,20,3,2010
2010-03-21,49.989583333333336,217.71527777777777,69.44444444444444,15.15,20.3,10.0,0.0,21,3,2010
2010-03-22,49.989583333333336,217.71527777777777,69.44444444444444,17.75,23.2,12.3,0.0,22,3,2010
2010-03-23,49.989583333333336,217.71527777777777,69.44444444444444,18.75,24.7,12.8,0.0,23,3,2010
2010-03-24,49.989583333333336,217.71527777777777,69.44444444444444,18.45,22.2,14.7,0.0,24,3,2010
2010-03-25,49.989583333333336,217.71527777777777,69.44444444444444,16.2,18.2,14.2,0.0,25,3,2010
2010-03-26,49.989583333333336,217.71527777777777,69.44444444444444,15.049999999999999,17.4,12.7,0.1,26,3,2010
2010-03-27,49.989583333333336,217.71527777777777,69.44444444444444,15.3,17.2,13.4,0.0,27,3,2010
2010-03-28,49.989583333333336,217.71527777777777,69.44444444444444,16.6,19.1,14.1,0.0,28,3,2010
2010-03-29,49.989583333333336,217.71527777777777,69.44444444444444,16.5,19.2,13.8,0.0,29,3,2010
2010-03-30,49.989583333333336,217.71527777777777,69.44444444444444,14.55,17.7,11.4,0.0,30,3,2010
2010-03-31,49.989583333333336,217.71527777777777,69.44444444444444,14.85,18.2,11.5,0.0,31,3,2010
2010-04-01,49.989583333333336,217.71527777777777,69.44444444444444,17.1,23.3,10.9,0.0,1,4,2010
2010-04-02,49.989583333333336,217.71527777777777,69.44444444444444,19.55,25.7,13.4,0.0,2,4,2010
2010-04-03,49.989583333333336,217.71527777777777,69.44444444444444,24.0,30.5,17.5,0.0,3,4,2010
2010-04-04,49.989583333333336,217.71527777777777,69.44444444444444,17.65,20.9,14.4,0.0,4,4,2010
2010-04-05,49.989583333333336,217.71527777777777,69.44444444444444,17.2,20.3,14.1,0.0,5,4,2010
2010-04-06,49.989583333333336,217.71527777777777,69.44444444444444,17.85,21.4,14.3,0.0,6,4,2010
2010-04-07,49.989583333333336,217.71527777777777,69.44444444444444,16.549999999999997,18.4,14.7,0.0,7,4,2010
2010-04-08,49.989583333333336,217.71527777777777,69.44444444444444,16.0,17.8,14.2,0.0,8,4,2010
2010-04-09,49.989583333333336,217.71527777777777,69.44444444444444,15.350000000000001,17.8,12.9,0.0,9,4,2010
2010-04-10,49.989583333333336,217.71527777777777,69.44444444444444,17.0,22.7,11.3,0.0,10,4,2010
2010-04-11,49.989583333333336,217.71527777777777,69.44444444444444,21.6,27.7,15.5,0.0,11,4,2010
2010-04-12,49.989583333333336,217.71527777777777,69.44444444444444,16.45,18.2,14.7,0.0,12,4,2010
2010-04-13,49.989583333333336,217.71527777777777,69.44444444444444,15.899999999999999,18.2,13.6,0.0,13,4,2010
2010-04-14,49.989583333333336,217.71527777777777,69.44444444444444,15.549999999999999,19.4,11.7,0.0,14,4,2010
2010-04-15,49.989583333333336,217.71527777777777,69.44444444444444,16.4,19.6,13.2,0.0,15,4,2010
2010-04-16,49.989583333333336,217.71527777777777,69.44444444444444,17.75,22.4,13.1,0.0,16,4,2010
2010-04-17,49.989583333333336,217.71527777777777,69.44444444444444,18.9,22.4,15.4,0.0,17,4,2010
2010-04-18,49.989583333333336,217.71527777777777,69.44444444444444,19.0,24.4,13.6,0.0,18,4,2010
2010-04-19,49.989583333333336,217.71527777777777,69.44444444444444,21.6,26.7,16.5,0.0,19,4,2010
2010-04-20,49.989583333333336,217.71527777777777,69.44444444444444,24.75,30.2,19.3,0.3,20,4,2010
2010-04-21,49.989583333333336,217.71527777777777,69.44444444444444,20.45,24.4,16.5,0.0,21,4,2010
2010-04-22,49.989583333333336,217.71527777777777,69.44444444444444,16.4,18.6,14.2,3.05,22,4,2010
2010-04-23,49.989583333333336,217.71527777777777,69.44444444444444,17.0,20.6,13.4,0.0,23,4,2010
2010-04-24,49.989583333333336,217.71527777777777,69.44444444444444,17.950000000000003,22.1,13.8,0.0,24,4,2010
2010-04-25,49.989583333333336,217.71527777777777,69.44444444444444,17.45,22.8,12.1,0.0,25,4,2010
2010-04-26,49.989583333333336,217.71527777777777,69.44444444444444,20.05,24.2,15.9,0.0,26,4,2010
2010-04-27,49.989583333333336,217.71527777777777,69.44444444444444,19.8,25.7,13.9,0.0,27,4,2010
2010-04-28,49.989583333333336,217.71527777777777,69.44444444444444,21.35,26.3,16.4,0.1,28,4,2010
2010-04-29,49.989583333333336,217.71527777777777,69.44444444444444,17.950000000000003,20.1,15.8,0.0,29,4,2010
2010-04-30,49.989583333333336,217.71527777777777,69.44444444444444,16.55,18.8,14.3,0.2,30,4,2010
2010-05-01,49.989583333333336,217.71527777777777,69.44444444444444,16.75,20.9,12.6,0.0,1,5,2010
2010-05-02,49.989583333333336,217.71527777777777,69.44444444444444,17.1,19.4,14.8,0.0,2,5,2010
2010-05-03,49.989583333333336,217.71527777777777,69.44444444444444,17.6,20.8,14.4,0.0,3,5,2010
2010-05-04,49.989583333333336,217.71527777777777,69.44444444444444,19.1,23.6,14.6,0.0,4,5,2010
2010-05-05,49.989583333333336,217.71527777777777,69.44444444444444,19.6,23.5,15.7,0.0,5,5,2010
2010-05-06,49.989583333333336,217.71527777777777,69.44444444444444,18.85,23.7,14.0,0.0,6,5,2010
2010-05-07,49.989583333333336,217.71527777777777,69.44444444444444,21.35,27.1,15.6,0.0,7,5,2010
2010-05-08,49.989583333333336,217.71527777777777,69.44444444444444,23.75,28.8,18.7,0.0,8,5,2010
2010-05-09,49.989583333333336,217.71527777777777,69.44444444444444,23.950000000000003,30.6,17.3,0.0,9,5,2010
2010-05-10,49.989583333333336,217.71527777777777,69.44444444444444,28.95,36.8,21.1,0.0,10,5,2010
2010-05-11,49.989583333333336,217.71527777777777,69.44444444444444,21.0,23.4,18.6,0.0,11,5,2010
2010-05-12,49.989583333333336,217.71527777777777,69.44444444444444,20.85,24.2,17.5,0.0,12,5,2010
2010-05-13,49.989583333333336,217.71527777777777,69.44444444444444,20.25,23.9,16.6,0.0,13,5,2010
2010-05-14,49.989583333333336,217.71527777777777,69.44444444444444,22.049999999999997,25.7,18.4,0.0,14,5,2010
2010-05-15,49.989583333333336,217.71527777777777,69.44444444444444,23.0,27.5,18.5,0.0,15,5,2010
2010-05-16,49.989583333333336,217.71527777777777,69.44444444444444,25.5,30.7,20.3,0.0,16,5,2010
2010-05-17,49.989583333333336,217.71527777777777,69.44444444444444,24.15,28.5,19.8,0.0,17,5,2010
2010-05-18,49.989583333333336,217.71527777777777,69.44444444444444,19.8,21.6,18.0,0.0,18,5,2010
2010-05-19,49.989583333333336,217.71527777777777,69.44444444444444,19.05,21.5,16.6,0.0,19,5,2010
2010-05-20,49.989583333333336,217.71527777777777,69.44444444444444,18.9,21.6,16.2,0.0,20,5,2010
2010-05-21,49.989583333333336,217.71527777777777,69.44444444444444,19.0,22.2,15.8,0.0,21,5,2010
2010-05-22,49.989583333333336,217.71527777777777,69.44444444444444,24.049999999999997,31.4,16.7,0.0,22,5,2010
2010-05-23,49.989583333333336,217.71527777777777,69.44444444444444,19.6,21.3,17.9,0.0,23,5,2010
2010-05-24,49.989583333333336,217.71527777777777,69.44444444444444,19.35,21.9,16.8,0.0,24,5,2010
2010-05-25,49.989583333333336,217.71527777777777,69.44444444444444,19.65,23.4,15.9,0.0,25,5,2010
2010-05-26,49.989583333333336,217.71527777777777,69.44444444444444,22.25,26.0,18.5,0.0,26,5,2010
2010-05-27,49.989583333333336,217.71527777777777,69.44444444444444,26.35,32.0,20.7,0.0,27,5,2010
2010-05-28,49.989583333333336,217.71527777777777,69.44444444444444,21.45,23.4,19.5,0.0,28,5,2010
2010-05-29,49.989583333333336,217.71527777777777,69.44444444444444,21.25,23.4,19.1,0.0,29,5,2010
2010-05-30,49.989583333333336,217.71527777777777,69.44444444444444,22.0,26.7,17.3,0.0,30,5,2010
2010-05-31,49.989583333333336,217.71527777777777,69.44444444444444,22.45,26.9,18.0,0.0,31,5,2010
2010-06-01,49.989583333333336,217.71527777777777,69.44444444444444,25.85,32.2,19.5,0.0,1,6,2010
2010-06-02,49.989583333333336,217.71527777777777,69.44444444444444,26.15,30.0,22.3,0.0,2,6,2010
2010-06-03,49.989583333333336,217.71527777777777,69.44444444444444,23.7,26.5,20.9,0.0,3,6,2010
2010-06-04,49.989583333333336,217.71527777777777,69.44444444444444,21.4,24.2,18.6,0.0,4,6,2010
2010-06-05,49.989583333333336,217.71527777777777,69.44444444444444,21.35,24.0,18.7,0.0,5,6,2010
2010-06-06,49.989583333333336,217.71527777777777,69.44444444444444,23.1,26.5,19.7,0.0,6,6,2010
2010-06-07,49.989583333333336,217.71527777777777,69.44444444444444,25.05,29.1,21.0,0.0,7,6,2010
2010-06-08,49.989583333333336,217.71527777777777,69.44444444444444,21.35,23.7,19.0,0.0,8,6,2010
2010-06-09,49.989583333333336,217.71527777777777,69.44444444444444,21.45,23.9,19.0,0.0,9,6,2010
2010-06-10,49.989583333333336,217.71527777777777,69.44444444444444,21.700000000000003,24.1,19.3,0.0,10,6,2010
2010-06-11,49.989583333333336,217.71527777777777,69.44444444444444,22.7,27.7,17.7,0.0,11,6,2010
2010-06-12,49.989583333333336,217.71527777777777,69.44444444444444,23.7,26.7,20.7,0.0,12,6,2010
2010-06-13,49.989583333333336,217.71527777777777,69.44444444444444,23.450000000000003,25.8,21.1,0.0,13,6,2010
2010-06-14,49.989583333333336,217.71527777777777,69.44444444444444,21.9,25.1,18.7,0.0,14,6,2010
2010-06-15,49.989583333333336,217.71527777777777,69.44444444444444,22.15,25.5,18.8,0.0,15,6,2010
2010-06-16,49.989583333333336,217.71527777777777,69.44444444444444,24.05,27.3,20.8,0.0,16,6,2010
2010-06-17,49.989583333333336,217.71527777777777,69.44444444444444,25.35,29.6,21.1,0.0,17,6,2010
2010-06-18,49.989583333333336,217.71527777777777,69.44444444444444,26.049999999999997,30.9,21.2,0.0,18,6,2010
2010-06-19,49.989583333333336,217.71527777777777,69.44444444444444,25.65,28.8,22.5,0.0,19,6,2010
2010-06-20,49.989583333333336,217.71527777777777,69.44444444444444,26.799999999999997,31.4,22.2,0.0,20,6,2010
2010-06-21,49.989583333333336,217.71527777777777,69.44444444444444,29.9,36.0,23.8,0.0,21,6,2010
2010-06-22,49.989583333333336,217.71527777777777,69.44444444444444,30.9,38.1,23.7,0.0,22,6,2010
2010-06-23,49.989583333333336,217.71527777777777,69.44444444444444,23.6,25.3,21.9,0.0,23,6,2010
2010-06-24,49.989583333333336,217.71527777777777,69.44444444444444,23.3,24.8,21.8,0.0,24,6,2010
2010-06-25,49.989583333333336,217.71527777777777,69.44444444444444,23.15,25.1,21.2,0.0,25,6,2010
2010-06-26,49.989583333333336,217.71527777777777,69.44444444444444,22.35,24.9,19.8,0.0,26,6,2010
2010-06-27,49.989583333333336,217.71527777777777,69.44444444444444,22.799999999999997,25.4,20.2,0.0,27,6,2010
2010-06-28,49.989583333333336,217.71527777777777,69.44444444444444,22.95,26.7,19.2,0.0,28,6,2010
2010-06-29,49.989583333333336,217.71527777777777,69.44444444444444,26.15,32.6,19.7,0.0,29,6,2010
2010-06-30,49.989583333333336,217.71527777777777,69.44444444444444,23.6,26.0,21.2,0.0,30,6,2010
2010-07-01,49.989583333333336,217.71527777777777,69.44444444444444,23.1,25.4,20.8,0.0,1,7,2010
2010-07-02,49.989583333333336,217.71527777777777,69.44444444444444,23.3,26.0,20.6,0.0,2,7,2010
2010-07-03,49.989583333333336,217.71527777777777,69.44444444444444,23.95,26.4,21.5,0.0,3,7,2010
2010-07-04,49.989583333333336,217.71527777777777,69.44444444444444,25.049999999999997,28.4,21.7,0.0,4,7,2010
2010-07-05,49.989583333333336,217.71527777777777,69.44444444444444,25.5,28.2,22.8,0.0,5,7,2010
2010-07-06,49.989583333333336,217.71527777777777,69.44444444444444,24.9,27.9,21.9,0.0,6,7,2010
2010-07-07,49.989583333333336,217.71527777777777,69.44444444444444,23.450000000000003,27.1,19.8,0.0,7,7,2010
2010-07-08,49.989583333333336,217.71527777777777,69.44444444444444,23.9,27.2,20.6,0.0,8,7,2010
2010-07-09,49.989583333333336,217.71527777777777,69.44444444444444,24.5,27.5,21.5,0.0,9,7,2010
2010-07-10,49.989583333333336,217.71527777777777,69.44444444444444,25.1,27.9,22.3,0.0,10,7,2010
2010-07-11,49.989583333333336,217.71527777777777,69.44444444444444,25.15,27.3,23.0,0.0,11,7,2010
2010-07-12,49.989583333333336,217.71527777777777,69.44444444444444,25.85,28.8,22.9,0.0,12,7,2010
2010-07-13,49.989583333333336,217.71527777777777,69.44444444444444,25.0,27.8,22.2,0.0,13,7,2010
2010-07-14,49.989583333333336,217.71527777777777,69.44444444444444,25.6,28.5,22.7,0.0,14,7,2010
2010-07-15,49.989583333333336,217.71527777777777,69.44444444444444,25.5,28.5,22.5,0.0,15,7,2010
2010-07-16,49.989583333333336,217.71527777777777,69.44444444444444,25.35,28.5,22.2,0.0,16,7,2010
2010-07-17,49.989583333333336,217.71527777777777,69.44444444444444,24.35,28.1,20.6,0.0,17,7,2010
2010-07-18,49.989583333333336,217.71527777777777,69.44444444444444,25.450000000000003,28.1,22.8,0.0,18,7,2010
2010-07-19,49.989583333333336,217.71527777777777,69.44444444444444,25.4,28.1,22.7,0.0,19,7,2010
2010-07-20,49.989583333333336,217.71527777777777,69.44444444444444,25.65,27.9,23.4,0.0,20,7,2010
2010-07-21,49.989583333333336,217.71527777777777,69.44444444444444,25.2,27.5,22.9,0.0,21,7,2010
2010-07-22,49.989583333333336,217.71527777777777,69.44444444444444,25.35,28.1,22.6,0.0,22,7,2010
2010-07-23,49.989583333333336,217.71527777777777,69.44444444444444,25.9,28.4,23.4,0.0,23,7,2010
2010-07-24,49.989583333333336,217.71527777777777,69.44444444444444,25.6,28.2,23.0,0.0,24,7,2010
2010-07-25,49.989583333333336,217.71527777777777,69.44444444444444,26.85,30.2,23.5,0.0,25,7,2010
2010-07-26,49.989583333333336,217.71527777777777,69.44444444444444,26.450000000000003,29.6,23.3,0.0,26,7,2010
2010-07-27,49.989583333333336,217.71527777777777,69.44444444444444,25.950000000000003,28.6,23.3,0.0,27,7,2010
2010-07-28,49.989583333333336,217.71527777777777,69.44444444444444,25.65,27.1,24.2,0.0,28,7,2010
2010-07-29,49.989583333333336,217.71527777777777,69.44444444444444,26.1,28.0,24.2,0.0,29,7,2010
2010-07-30,49.989583333333336,217.71527777777777,69.44444444444444,26.5,29.3,23.7,0.0,30,7,2010
2010-07-31,49.989583333333336,217.71527777777777,69.44444444444444,28.55,31.8,25.3,0.0,31,7,2010
2010-08-01,49.989583333333336,217.71527777777777,69.44444444444444,29.55,33.7,25.4,0.0,1,8,2010
2010-08-02,49.989583333333336,217.71527777777777,69.44444444444444,28.3,31.1,25.5,0.0,2,8,2010
2010-08-03,49.989583333333336,217.71527777777777,69.44444444444444,28.0,30.7,25.3,0.0,3,8,2010
2010-08-04,49.989583333333336,217.71527777777777,69.44444444444444,27.75,30.3,25.2,0.0,4,8,2010
2010-08-05,49.989583333333336,217.71527777777777,69.44444444444444,27.4,30.9,23.9,0.0,5,8,2010
2010-08-06,49.989583333333336,217.71527777777777,69.44444444444444,27.1,31.1,23.1,0.0,6,8,2010
2010-08-07,49.989583333333336,217.71527777777777,69.44444444444444,30.65,34.5,26.8,0.0,7,8,2010
2010-08-08,49.989583333333336,217.71527777777777,69.44444444444444,27.25,30.1,24.4,0.0,8,8,2010
2010-08-09,49.989583333333336,217.71527777777777,69.44444444444444,26.35,29.3,23.4,0.0,9,8,2010
2010-08-10,49.989583333333336,217.71527777777777,69.44444444444444,26.4,28.9,23.9,0.0,10,8,2010
2010-08-11,49.989583333333336,217.71527777777777,69.44444444444444,27.1,29.2,25.0,0.0,11,8,2010
2010-08-12,49.989583333333336,217.71527777777777,69.44444444444444,26.700000000000003,29.6,23.8,0.0,12,8,2010
2010-08-13,49.989583333333336,217.71527777777777,69.44444444444444,26.549999999999997,29.4,23.7,0.0,13,8,2010
2010-08-14,49.989583333333336,217.71527777777777,69.44444444444444,27.200000000000003,29.3,25.1,0.0,14,8,2010
2010-08-15,49.989583333333336,217.71527777777777,69.44444444444444,27.450000000000003,29.3,25.6,0.0,15,8,2010
2010-08-16,49.989583333333336,217.71527777777777,69.44444444444444,27.9,30.6,25.2,0.0,16,8,2010
2010-08-17,49.989583333333336,217.71527777777777,69.44444444444444,28.25,31.9,24.6,0.0,17,8,2010
2010-08-18,49.989583333333336,217.71527777777777,69.44444444444444,28.049999999999997,31.9,24.2,0.0,18,8,2010
2010-08-19,49.989583333333336,217.71527777777777,69.44444444444444,28.400000000000002,33.7,23.1,0.0,19,8,2010
2010-08-20,49.989583333333336,217.71527777777777,69.44444444444444,30.799999999999997,33.8,27.8,0.0,20,8,2010
2010-08-21,49.989583333333336,217.71527777777777,69.44444444444444,27.700000000000003,29.8,25.6,0.0,21,8,2010
2010-08-22,49.989583333333336,217.71527777777777,69.44444444444444,27.25,29.7,24.8,0.0,22,8,2010
2010-08-23,49.989583333333336,217.71527777777777,69.44444444444444,26.6,30.0,23.2,0.0,23,8,2010
2010-08-24,49.989583333333336,217.71527777777777,69.44444444444444,28.0,30.5,25.5,0.0,24,8,2010
2010-08-25,49.989583333333336,217.71527777777777,69.44444444444444,27.6,29.7,25.5,0.0,25,8,2010
2010-08-26,49.989583333333336,217.71527777777777,69.44444444444444,26.75,28.9,24.6,0.0,26,8,2010
2010-08-27,49.989583333333336,217.71527777777777,69.44444444444444,26.799999999999997,29.4,24.2,0.0,27,8,2010
2010-08-28,49.989583333333336,217.71527777777777,69.44444444444444,27.0,29.5,24.5,0.0,28,8,2010
2010-08-29,49.989583333333336,217.71527777777777,69.44444444444444,27.1,30.1,24.1,0.0,29,8,2010
2010-08-30,49.989583333333336,217.71527777777777,69.44444444444444,25.95,28.9,23.0,0.0,30,8,2010
2010-08-31,49.989583333333336,217.71527777777777,69.44444444444444,26.95,29.0,24.9,0.0,31,8,2010
2010-09-01,49.989583333333336,217.71527777777777,69.44444444444444,26.8,29.3,24.3,0.0,1,9,2010
2010-09-02,49.989583333333336,217.71527777777777,69.44444444444444,26.4,29.0,23.8,0.0,2,9,2010
2010-09-03,49.989583333333336,217.71527777777777,69.44444444444444,26.1,29.7,22.5,0.0,3,9,2010
2010-09-04,49.989583333333336,217.71527777777777,69.44444444444444,25.35,29.0,21.7,0.0,4,9,2010
2010-09-05,49.989583333333336,217.71527777777777,69.44444444444444,26.4,29.3,23.5,0.0,5,9,2010
2010-09-06,49.989583333333336,217.71527777777777,69.44444444444444,25.9,28.7,23.1,0.0,6,9,2010
2010-09-07,49.989583333333336,217.71527777777777,69.44444444444444,27.0,29.7,24.3,0.0,7,9,2010
2010-09-08,49.989583333333336,217.71527777777777,69.44444444444444,25.95,28.7,23.2,0.0,8,9,2010
2010-09-09,49.989583333333336,217.71527777777777,69.44444444444444,24.799999999999997,28.4,21.2,0.0,9,9,2010
2010-09-10,49.989583333333336,217.71527777777777,69.44444444444444,25.200000000000003,29.1,21.3,0.0,10,9,2010
2010-09-11,49.989583333333336,217.71527777777777,69.44444444444444,26.0,28.4,23.6,0.0,11,9,2010
2010-09-12,49.989583333333336,217.71527777777777,69.44444444444444,26.0,28.3,23.7,0.0,12,9,2010
2010-09-13,49.989583333333336,217.71527777777777,69.44444444444444,25.25,27.8,22.7,0.2,13,9,2010
2010-09-14,49.989583333333336,217.71527777777777,69.44444444444444,25.35,27.9,22.8,0.0,14,9,2010
2010-09-15,49.989583333333336,217.71527777777777,69.44444444444444,24.4,28.1,20.7,0.0,15,9,2010
2010-09-16,49.989583333333336,217.71527777777777,69.44444444444444,25.55,29.6,21.5,0.0,16,9,2010
2010-09-17,49.989583333333336,217.71527777777777,69.44444444444444,24.299999999999997,26.9,21.7,0.0,17,9,2010
2010-09-18,49.989583333333336,217.71527777777777,69.44444444444444,24.8,27.0,22.6,0.0,18,9,2010
2010-09-19,49.989583333333336,217.71527777777777,69.44444444444444,25.1,28.8,21.4,0.0,19,9,2010
2010-09-20,49.989583333333336,217.71527777777777,69.44444444444444,25.950000000000003,30.8,21.1,0.0,20,9,2010
2010-09-21,49.989583333333336,217.71527777777777,69.44444444444444,26.65,29.1,24.2,0.0,21,9,2010
2010-09-22,49.989583333333336,217.71527777777777,69.44444444444444,26.299999999999997,30.4,22.2,0.0,22,9,2010
2010-09-23,49.989583333333336,217.71527777777777,69.44444444444444,27.05,29.6,24.5,0.0,23,9,2010
